,,,,,,,,,,,,,,," 863,555,008.10 ",,,,,,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Jul-24,SHARE,D1204,2024,1500000,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD12,YASUI (Compression moulding) x10- Sampleline,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Jan-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Feb-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Mar-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Apr-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,May-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Jun-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Jul-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Aug-24,SHARE,D1205,2024,1000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Sep-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Oct-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Nov-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD13,New Product Capability,,,,Dec-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Jan-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Feb-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Mar-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Apr-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,May-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Jun-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Jul-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Aug-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Sep-24,SHARE,D1205,2024,200000,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Oct-24,SHARE,D1205,2024,200000,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Nov-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD14,Office Equipment,,,,Dec-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Jan-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Feb-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Mar-24,SHARE,D1205,2024,5000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Apr-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,May-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Jun-24,SHARE,D1205,2024,5000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Jul-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Aug-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Sep-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Oct-24,SHARE,D1205,2024,1000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Nov-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1205,Product Development Cycle & Planning,,SHARE,,,Dummy_I&PD15,PLM digital plate form improvement,,,,Dec-24,SHARE,D1205,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Jan-24,SHARE,D1601,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Feb-24,SHARE,D1601,2024,100000,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Mar-24,SHARE,D1601,2024,7000000,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Apr-24,SHARE,D1601,2024,20000,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,May-24,SHARE,D1601,2024,435000,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Jun-24,SHARE,D1601,2024,500000,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Jul-24,SHARE,D1601,2024,9610000,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Aug-24,SHARE,D1601,2024,6485800,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Sep-24,SHARE,D1601,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Oct-24,SHARE,D1601,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Nov-24,SHARE,D1601,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,2326058M,IRONMAN Project_EP.1,,,,Dec-24,SHARE,D1601,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Jan-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Feb-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Mar-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Apr-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,May-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Jun-24,SHARE,D1601,2024,200000,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Jul-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Aug-24,SHARE,D1601,2024,260000,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Sep-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Oct-24,SHARE,D1601,2024,30000,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Nov-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1601,I&PD and Innovation,,SHARE,,,Dummy_I&PD17,Other machinery project,,,,Dec-24,SHARE,D1601,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Jan-24,SHARE,D1602,2024," 930,000.00 ",2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Apr-24,SHARE,D1602,2024,930000,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Jul-24,SHARE,D1602,2024,930000,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Oct-24,SHARE,D1602,2024,930000,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2426063M,Stamping dies and Plastic injection molds in-house development,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,2426,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Jan-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Feb-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Mar-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Apr-24,SHARE,D1602,2024,700000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,May-24,SHARE,D1602,2024,250000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Jun-24,SHARE,D1602,2024,30400000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Jul-24,SHARE,D1602,2024,650000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Aug-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Sep-24,SHARE,D1602,2024,1000000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Oct-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Nov-24,SHARE,D1602,2024,2600000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326057M,IRONMAN Project_EP.1,,,,Dec-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Apr-24,SHARE,D1602,2024,800000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD20,Link-O Matic's Machine (SMED/ Comfortable),,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Nov-24,SHARE,D1602,2024,1500000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD21,Tape test machine,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Nov-24,SHARE,D1602,2024,1600000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD22,Top part PAN-ME soldering machine(SEMD),,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Apr-24,SHARE,D1602,2024,60000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,Dummy_I&PD23,VDO Camera for time capturing,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
